timestamp msgid x y z
10:19.273 32 -2.653503 1.302472 3.244334
10:19.928 32 -2.653884 1.304693 3.251748
10:20.849 32 -2.654244 1.306988 3.259650
10:22.016 32 -2.654535 1.309151 3.266176
10:22.737 32 -2.654808 1.311611 3.272157
10:23.171 32 -2.843201 1.523739 3.707275
10:23.875 32 -2.847563 1.529189 3.706954
10:25.023 32 -2.850462 1.531279 3.708884
10:26.058 32 -2.852960 1.532981 3.708912
10:26.977 32 -2.856401 1.534962 3.711946
10:28.193 32 -2.859023 1.536624 3.712257
10:29.153 32 -2.865971 1.539345 3.715108
10:30.077 32 -3.109468 1.786958 3.571716
10:31.063 32 -3.119105 1.801519 3.557145
10:32.695 32 -3.120324 1.804844 3.555855
10:33.593 32 -3.121265 1.807515 3.554918
10:34.380 32 -3.122384 1.810740 3.553723
10:35.465 32 -3.123134 1.812928 3.552847
10:36.532 32 -3.022671 2.225877 3.270547
10:37.108 32 -3.019538 2.229932 3.267750
10:38.686 32 -3.017602 2.236575 3.263649
10:39.628 32 -3.015861 2.241881 3.260478
10:40.261 32 -3.014241 2.246620 3.257832
10:41.417 32 -3.012552 2.252936 3.253984
10:42.634 32 -2.866958 2.607831 2.869915
10:44.071 32 -2.864590 2.611018 2.865166
10:44.994 32 -2.862914 2.613549 2.861133
10:45.902 32 -2.861492 2.615612 2.858026
10:46.790 32 -2.857388 2.618777 2.853166
10:47.908 32 -2.853167 2.621636 2.849017
10:49.081 32 -2.651899 2.709262 2.370881
10:50.294 32 -2.640949 2.718773 2.338454
10:52.031 32 -2.638781 2.719574 2.333924
10:52.868 32 -2.637358 2.720109 2.330903
10:53.730 32 -2.635764 2.720735 2.327491
10:55.148 32 -2.539900 2.617992 0.399379
10:55.931 32 -2.534230 2.629826 0.369121
10:57.637 32 -2.532349 2.632428 0.376560
10:58.591 32 -2.531111 2.633374 0.392761
10:59.445 32 -2.527269 2.635219 0.410823
11:00.559 32 -2.523192 2.635943 0.427930
11:01.231 32 -3.874420 -3.538435 -3.297684
11:02.822 32 -3.866659 -3.713429 -3.361961
11:03.709 32 -3.857476 -3.882913 -3.423772
11:04.608 32 -3.850083 -4.035405 -3.482637
11:05.616 32 -3.839087 -4.195367 -3.540391
11:06.532 32 -3.827758 -4.347187 -3.595986
11:08.391 32 -3.088170 2.977703 -5.588265
11:09.354 32 -2.723626 3.021595 -5.514390
11:11.121 32 -2.692275 3.006207 -5.509470
11:12.009 32 -2.670100 2.993603 -5.505917
11:12.971 32 -2.642191 2.974929 -5.500121
11:14.542 32 -3.456918 4.288688 -5.686811
11:15.336 32 -3.429823 4.278682 -5.688224
11:17.119 32 -3.420860 4.274357 -5.687475
11:17.999 32 -3.411980 4.269765 -5.685973
11:18.854 32 -3.403726 4.265063 -5.683863
11:20.577 32 -3.364673 4.008945 -5.723238
11:21.293 32 -3.361832 4.065256 -5.718404
11:23.156 32 -3.362581 4.090763 -5.712414
11:23.976 32 -3.360118 4.114822 -5.709102
11:25.147 32 -3.357953 4.141478 -5.703608
11:26.139 32 -3.358246 4.162150 -5.696323
11:26.957 32 -3.503090 4.214718 -5.559753
11:27.970 32 -3.508020 4.268274 -5.523416
11:29.752 32 -3.507920 4.271911 -5.521196
11:30.745 32 -3.508195 4.276454 -5.518104
11:31.506 32 -3.508446 4.279519 -5.516274
11:33.545 32 -3.778263 3.984116 -5.548403
11:34.376 32 -3.807691 3.908486 -5.539505
11:36.224 32 -3.811979 3.897110 -5.538972
11:37.155 32 -3.815336 3.888115 -5.539032
11:38.025 32 -3.816171 3.883687 -5.537841
11:39.187 32 -3.815917 3.881265 -5.536920
11:39.889 32 -3.533597 4.119786 -5.661405
11:40.957 32 -3.535592 4.121481 -5.667696
11:42.743 32 -3.535918 4.120800 -5.669162
11:43.697 32 -3.536223 4.120263 -5.670869
11:44.469 32 -3.536955 4.119495 -5.671873
11:47.059 32 -3.653991 3.942168 -9.827726
11:48.695 32 -3.646152 3.979476 -9.846342
11:49.490 32 -3.638885 4.013013 -9.859463
11:50.404 32 -3.631086 4.053108 -9.878672
11:51.442 32 -3.623332 4.094750 -9.899101
11:52.281 32 -3.524793 4.014533 -9.852570
11:53.277 32 -3.520176 4.014391 -9.819710
11:54.663 32 -3.515301 4.013052 -9.803577
11:55.868 32 -3.508688 4.010401 -9.788399
11:56.765 32 -3.501702 4.007634 -9.770544
11:57.643 32 -3.495131 4.003979 -9.751963
11:58.385 32 -3.416880 4.088889 -5.028738
11:59.870 32 -3.424332 4.082647 -4.910574
12:01.374 32 -3.434633 4.077381 -4.792067
12:02.093 32 -3.439305 4.078133 -4.673357
12:03.257 32 -3.444561 4.079628 -4.557207
12:04.151 32 -3.456624 4.080390 -4.433100
12:05.354 32 -3.437642 4.182236 -1.535371
12:06.288 32 -3.435524 4.183932 -1.528515
12:08.038 32 -3.435029 4.182636 -1.527846
12:08.935 32 -3.434560 4.181020 -1.527249
12:09.765 32 -3.434324 4.179456 -1.526956
12:10.866 32 -3.434215 4.178387 -1.526909
12:12.392 32 -3.468176 3.829089 -1.215250
12:13.334 32 -3.470687 3.819712 -1.211837
